id_student,gender,region,highest_education,studied_credits,imd_band,total_clicks,avg_score,engagement_level,performance_level,risk_level,pass_flag,dropout_flag,final_result
2407762,M,South Region,HE Qualification,60,90-100%,1305,75.4,Medium,High,Low Risk,0,0,Fail
2413191,M,London Region,HE Qualification,90,0-10%,2683,75.1666666666667,High,High,Safe,1,0,Pass
2419926,M,South Region,HE Qualification,80,80-90%,2391,83.25,High,High,Safe,1,0,Pass
2424750,M,London Region,Lower Than A Level,60,60-70%,2804,72.5,High,High,Safe,1,0,Pass
2434017,F,South West Region,Lower Than A Level,60,70-80%,1286,77.25,Medium,High,Low Risk,0,1,Withdrawn
2436089,M,London Region,Lower Than A Level,60,20-30%,1954,82.3333333333333,High,High,Low Risk,0,0,Fail
2436873,F,London Region,No Formal quals,135,20-30%,1433,32.6666666666667,Medium,Low,Low Risk,0,1,Withdrawn
2439239,M,Ireland,Post Graduate Qualification,60,,5398,73,High,High,Safe,1,0,Pass
2441910,M,East Anglian Region,HE Qualification,120,70-80%,1045,67.3,Medium,Medium,Low Risk,0,0,Fail
2445410,F,North Region,Post Graduate Qualification,60,,4306,87.25,High,High,Safe,1,0,Pass
2446784,M,North Region,A Level or Equivalent,60,10-20,,,,,,0,1,Withdrawn
2457147,F,East Anglian Region,A Level or Equivalent,60,70-80%,2878,84.9166666666667,High,High,Safe,1,0,Pass
2474925,M,Wales,A Level or Equivalent,60,50-60%,497,86,Medium,High,High Risk,0,0,Fail
2479413,M,South East Region,HE Qualification,90,30-40%,5385,89.8333333333333,High,High,Safe,1,0,Pass
2481646,M,South West Region,HE Qualification,60,30-40%,3856,76.0833333333333,High,High,Safe,1,0,Pass
2488251,M,East Midlands Region,Lower Than A Level,60,40-50%,2590,71.25,High,High,Safe,1,0,Pass
2496748,F,East Midlands Region,A Level or Equivalent,120,60-70%,3667,84.25,High,High,Safe,1,0,Pass
2507271,M,South West Region,Lower Than A Level,60,30-40%,1745,73.6,High,High,Low Risk,0,1,Withdrawn
2508403,F,South East Region,Lower Than A Level,75,40-50%,2289,74,High,High,Safe,0,1,Withdrawn
2510667,M,West Midlands Region,A Level or Equivalent,60,0-10%,5838,84.75,High,High,Safe,1,0,Pass
2514431,M,East Midlands Region,A Level or Equivalent,160,20-30%,6880,67.25,High,Medium,Safe,1,0,Pass
2514949,M,East Anglian Region,Lower Than A Level,60,10-20,6034,67.75,High,Medium,Safe,0,0,Fail
2521655,M,East Anglian Region,A Level or Equivalent,60,10-20,9118,88.1666666666667,High,High,Safe,1,0,Pass
2522335,M,Scotland,A Level or Equivalent,60,80-90%,1257,91.8333333333333,Medium,High,Low Risk,1,0,Distinction
2525062,M,South Region,Lower Than A Level,60,90-100%,2897,83.5833333333333,High,High,Safe,1,0,Distinction
2532320,M,South Region,A Level or Equivalent,60,30-40%,13769,86.5833333333333,High,High,Safe,1,0,Distinction
2532323,M,East Anglian Region,A Level or Equivalent,150,40-50%,2409,74,High,High,Safe,1,0,Pass
2532652,M,Ireland,A Level or Equivalent,60,30-40%,259,,Low,,Very High Risk,0,1,Withdrawn
2532840,M,Ireland,A Level or Equivalent,120,70-80%,806,64,Medium,Medium,High Risk,0,1,Withdrawn
2533504,M,South East Region,HE Qualification,120,90-100%,6824,94.9166666666667,High,High,Safe,1,0,Distinction
2546095,M,North Region,A Level or Equivalent,150,,2055,79.4166666666667,High,High,Low Risk,1,0,Pass
2552831,M,Scotland,HE Qualification,180,0-10%,1079,79,Medium,High,Low Risk,0,0,Fail
2553363,M,London Region,HE Qualification,60,50-60%,5152,88.5,High,High,Safe,1,0,Pass
2560595,M,East Anglian Region,Lower Than A Level,60,70-80%,3613,91.3333333333333,High,High,Safe,1,0,Distinction
2567054,M,East Anglian Region,A Level or Equivalent,60,90-100%,3997,93.4166666666667,High,High,Safe,1,0,Distinction
2567288,M,North Region,Lower Than A Level,90,,1141,100,Medium,High,Low Risk,0,0,Fail
2567561,M,East Midlands Region,HE Qualification,60,70-80%,2700,89.1666666666667,High,High,Safe,1,0,Pass
2568893,M,London Region,A Level or Equivalent,120,20-30%,1302,68.6666666666667,Medium,Medium,Low Risk,0,1,Withdrawn
2578992,M,North Region,A Level or Equivalent,150,,2510,85.9166666666667,High,High,Safe,1,0,Pass
2578996,M,London Region,HE Qualification,60,10-20,3284,68.3333333333333,High,Medium,Safe,1,0,Pass
2581800,M,Scotland,HE Qualification,60,30-40%,195,66,Low,Medium,Very High Risk,0,1,Withdrawn
2586748,M,South West Region,Lower Than A Level,120,50-60%,58,,Low,,Very High Risk,0,1,Withdrawn
2590999,M,South Region,A Level or Equivalent,90,90-100%,2787,91,High,High,Safe,1,0,Distinction
2599162,M,London Region,A Level or Equivalent,60,10-20,1017,81.5,Medium,High,Low Risk,0,0,Fail
2600887,M,Ireland,A Level or Equivalent,90,80-90%,2569,89,High,High,Safe,1,0,Pass
2604212,M,West Midlands Region,Lower Than A Level,60,0-10%,8959,76.5,High,High,Safe,0,0,Fail
2610837,M,Yorkshire Region,HE Qualification,120,50-60%,184,,Low,,Very High Risk,0,1,Withdrawn
2613930,M,South West Region,Lower Than A Level,75,90-100%,4091,84.5833333333333,High,High,Safe,1,0,Distinction
2617541,M,West Midlands Region,A Level or Equivalent,60,60-70%,6357,94.3333333333333,High,High,Safe,1,0,Pass
2623196,M,Yorkshire Region,A Level or Equivalent,60,70-80%,4212,87.5,High,High,Safe,1,0,Pass
2623427,M,Scotland,Lower Than A Level,75,10-20,3750,77.375,High,High,Safe,1,0,Pass
2628246,F,South Region,A Level or Equivalent,60,60-70%,8,,Low,,Very High Risk,0,1,Withdrawn
2639410,M,East Anglian Region,Lower Than A Level,60,20-30%,1749,72.3333333333333,High,High,Low Risk,0,1,Withdrawn
2642994,M,West Midlands Region,A Level or Equivalent,180,60-70%,511,90,Medium,High,High Risk,0,1,Withdrawn
2643574,M,London Region,HE Qualification,90,50-60%,4550,77.5833333333333,High,High,Safe,1,0,Pass
2644664,M,London Region,HE Qualification,60,80-90%,,,,,,0,1,Withdrawn
2646317,M,South West Region,Lower Than A Level,120,50-60%,8782,60.1666666666667,High,Medium,Safe,1,0,Pass
2647043,F,London Region,HE Qualification,60,10-20,3733,71.4166666666667,High,High,Safe,0,0,Fail
2650929,M,South East Region,Lower Than A Level,90,50-60%,,,,,,0,1,Withdrawn
2654409,F,Ireland,HE Qualification,120,,3437,62.9166666666667,High,Medium,Safe,1,0,Pass
2657781,M,Yorkshire Region,A Level or Equivalent,150,30-40%,1346,88.25,Medium,High,Low Risk,1,0,Pass
2658271,M,Yorkshire Region,A Level or Equivalent,120,70-80%,243,57,Low,Medium,Very High Risk,0,1,Withdrawn
2672734,F,London Region,Lower Than A Level,60,10-20,792,30,Medium,Low,High Risk,0,1,Withdrawn
2676920,M,South Region,Lower Than A Level,60,50-60%,4083,66.9166666666667,High,Medium,Safe,1,0,Pass
2678429,M,North Western Region,A Level or Equivalent,60,0-10%,5239,80,High,High,Safe,1,0,Pass
2684993,M,Yorkshire Region,Lower Than A Level,90,0-10%,2469,76.4545454545455,High,High,Safe,1,0,Pass
2685154,M,South West Region,A Level or Equivalent,60,30-40%,17,,Low,,Very High Risk,0,1,Withdrawn
2686074,M,North Western Region,A Level or Equivalent,60,70-80%,2343,78.5833333333333,High,High,Safe,1,0,Pass
2686866,M,London Region,A Level or Equivalent,60,50-60%,402,64,Low,Medium,High Risk,0,0,Fail
2686875,F,East Midlands Region,A Level or Equivalent,60,20-30%,3419,79.9166666666667,High,High,Safe,1,0,Pass
2687045,M,South West Region,Lower Than A Level,60,50-60%,4603,60.3333333333333,High,Medium,Safe,0,1,Withdrawn
2688202,F,East Midlands Region,Lower Than A Level,90,10-20,281,86,Low,High,Very High Risk,0,1,Withdrawn
2691740,M,East Anglian Region,Lower Than A Level,60,30-40%,2811,63.5454545454546,High,Medium,Safe,0,0,Fail
26247,M,South East Region,HE Qualification,60,80-90%,478,88,Low,High,High Risk,0,0,Fail
29335,M,West Midlands Region,Lower Than A Level,60,40-50%,8840,92.0833333333333,High,High,Safe,1,0,Distinction
29769,M,East Midlands Region,A Level or Equivalent,60,40-50%,1608,77.5,High,High,Low Risk,0,0,Fail
32221,M,South Region,A Level or Equivalent,60,60-70%,1133,89.6,Medium,High,Low Risk,0,0,Fail
33600,F,London Region,A Level or Equivalent,150,40-50%,481,84,Low,High,High Risk,0,1,Withdrawn
34731,M,East Anglian Region,A Level or Equivalent,60,20-30%,681,75.6666666666667,Medium,High,High Risk,0,1,Withdrawn
39882,F,Scotland,A Level or Equivalent,120,80-90%,1761,78.4545454545455,High,High,Low Risk,0,1,Withdrawn
42616,F,Scotland,Lower Than A Level,60,80-90%,4093,80.25,High,High,Safe,1,0,Pass
43958,M,Wales,A Level or Equivalent,60,90-100%,3318,83.6363636363636,High,High,Safe,0,1,Withdrawn
47924,M,West Midlands Region,Lower Than A Level,60,0-10%,34,41,Low,Low,Very High Risk,0,0,Fail
49670,M,North Region,A Level or Equivalent,60,0-10%,33,,Low,,Very High Risk,0,1,Withdrawn
50487,F,East Anglian Region,Lower Than A Level,60,90-100%,5021,81.0833333333333,High,High,Safe,1,0,Pass
51485,M,West Midlands Region,Lower Than A Level,120,10-20,2750,91.5833333333333,High,High,Safe,1,0,Distinction
51576,F,London Region,Lower Than A Level,90,10-20,6101,87.0625,High,High,Safe,1,0,Distinction
53166,F,North Region,Lower Than A Level,60,40-50%,2861,70.6666666666667,High,High,Safe,1,0,Pass
53626,M,Scotland,HE Qualification,60,30-40%,39,,Low,,Very High Risk,0,0,Fail
54739,M,Yorkshire Region,Lower Than A Level,180,,,,,,,0,1,Withdrawn
54882,M,Scotland,Lower Than A Level,60,30-40%,498,45.8,Medium,Low,High Risk,0,0,Fail
55013,M,North Region,A Level or Equivalent,120,10-20,604,53.25,Medium,Medium,High Risk,0,0,Fail
55419,M,South Region,A Level or Equivalent,90,90-100%,275,78,Low,High,Very High Risk,0,1,Withdrawn
57844,M,South West Region,A Level or Equivalent,60,90-100%,1972,82.0833333333333,High,High,Low Risk,1,0,Pass
58077,M,North Region,Lower Than A Level,60,20-30%,37,,Low,,Very High Risk,0,0,Fail
58640,M,Scotland,A Level or Equivalent,90,50-60%,1784,67.5,High,Medium,Low Risk,1,0,Pass
63295,M,South Region,HE Qualification,150,90-100%,1210,63.0909090909091,Medium,Medium,Low Risk,1,0,Pass
64388,M,East Midlands Region,Lower Than A Level,120,60-70%,4596,64,High,Medium,Safe,0,0,Fail
66451,M,Scotland,A Level or Equivalent,60,50-60%,1161,79,Medium,High,Low Risk,1,0,Pass
68107,F,London Region,A Level or Equivalent,60,50-60%,4255,88,High,High,Safe,1,0,Pass
69346,M,London Region,A Level or Equivalent,90,30-40%,1458,87.6666666666667,Medium,High,Low Risk,0,1,Withdrawn
70495,M,Scotland,Lower Than A Level,60,50-60%,7252,88.2380952380952,High,High,Safe,1,0,Distinction
71252,M,North Western Region,Lower Than A Level,60,0-10%,1194,78.3333333333333,Medium,High,Low Risk,1,0,Pass
71897,M,South East Region,A Level or Equivalent,120,40-50%,261,,Low,,Very High Risk,0,1,Withdrawn
72864,F,Yorkshire Region,Lower Than A Level,60,10-20,1423,79.6666666666667,Medium,High,Low Risk,1,0,Pass
77744,M,North Western Region,A Level or Equivalent,60,40-50%,2273,83.0833333333333,High,High,Safe,1,0,Pass
77746,M,Wales,A Level or Equivalent,60,30-40%,110,74,Low,High,Very High Risk,0,0,Fail
79261,M,South Region,A Level or Equivalent,90,90-100%,2073,85,High,High,Low Risk,1,0,Pass
81536,M,Scotland,Lower Than A Level,60,80-90%,474,68,Low,Medium,High Risk,0,0,Fail
86669,M,East Midlands Region,A Level or Equivalent,220,40-50%,2284,84.1666666666667,High,High,Safe,1,0,Pass
87042,F,North Western Region,Lower Than A Level,120,0-10%,,,,,,0,1,Withdrawn
88781,M,South East Region,A Level or Equivalent,60,60-70%,888,55.25,Medium,Medium,High Risk,0,0,Fail
90901,M,South Region,HE Qualification,120,20-30%,2315,89.3333333333333,High,High,Safe,1,0,Distinction
91629,M,Wales,A Level or Equivalent,60,20-30%,1657,76.6666666666667,High,High,Low Risk,0,0,Fail
95746,M,East Anglian Region,A Level or Equivalent,60,80-90%,936,83.1818181818182,Medium,High,Low Risk,1,0,Pass
100064,F,West Midlands Region,A Level or Equivalent,60,0-10%,6514,89.3333333333333,High,High,Safe,1,0,Pass
100788,M,Scotland,HE Qualification,90,80-90%,4395,89.3529411764706,High,High,Safe,1,0,Pass
101217,M,London Region,A Level or Equivalent,90,40-50%,717,41,Medium,Low,High Risk,0,1,Withdrawn
101420,M,Yorkshire Region,Lower Than A Level,120,30-40%,5766,90.3333333333333,High,High,Safe,1,0,Pass
102028,M,South Region,A Level or Equivalent,60,90-100%,4382,90.25,High,High,Safe,1,0,Distinction
102343,M,East Anglian Region,A Level or Equivalent,60,60-70%,3825,79.25,High,High,Safe,1,0,Pass
104213,M,South West Region,A Level or Equivalent,60,70-80%,2245,84.75,High,High,Safe,1,0,Distinction
105629,M,South East Region,A Level or Equivalent,60,10-20,5925,87.3333333333333,High,High,Safe,1,0,Pass
106690,M,South Region,A Level or Equivalent,120,40-50%,188,,Low,,Very High Risk,0,1,Withdrawn
107028,M,East Midlands Region,Lower Than A Level,90,10-20,666,62.625,Medium,Medium,High Risk,0,0,Fail
107084,M,London Region,HE Qualification,200,0-10%,1493,60.5454545454546,Medium,Medium,Low Risk,0,0,Fail
110881,F,East Anglian Region,A Level or Equivalent,60,40-50%,5032,72.9130434782609,High,High,Safe,1,0,Pass
111678,M,South West Region,Lower Than A Level,60,20-30%,4,,Low,,Very High Risk,0,0,Fail
112010,M,Scotland,HE Qualification,180,20-30%,,,,,,0,1,Withdrawn
113487,M,East Anglian Region,Lower Than A Level,120,40-50%,,,,,,0,1,Withdrawn
113565,M,Wales,A Level or Equivalent,180,80-90%,2515,83.8333333333333,High,High,Safe,1,0,Pass
114500,M,London Region,Lower Than A Level,120,50-60%,3570,51.5833333333333,High,Medium,Safe,0,0,Fail
116290,M,South Region,A Level or Equivalent,120,50-60%,139,84,Low,High,Very High Risk,0,0,Fail
116499,M,Scotland,Lower Than A Level,60,50-60%,166,,Low,,Very High Risk,0,0,Fail
116529,M,West Midlands Region,Lower Than A Level,120,30-40%,1408,88,Medium,High,Low Risk,0,1,Withdrawn
116631,M,West Midlands Region,Lower Than A Level,150,30-40%,551,68,Medium,Medium,High Risk,0,1,Withdrawn
116808,M,Scotland,HE Qualification,60,80-90%,12175,95.4166666666667,High,High,Safe,1,0,Distinction
117232,M,Ireland,A Level or Equivalent,90,20-30%,2692,72.9047619047619,High,High,Safe,1,0,Pass
118050,M,East Anglian Region,Lower Than A Level,90,60-70%,1206,74.8181818181818,Medium,High,Low Risk,1,0,Pass
118176,M,North Region,Lower Than A Level,60,0-10%,147,,Low,,Very High Risk,0,1,Withdrawn
124379,F,Wales,A Level or Equivalent,90,40-50%,167,,Low,,Very High Risk,0,0,Fail
126074,M,West Midlands Region,Lower Than A Level,120,0-10%,209,,Low,,Very High Risk,0,1,Withdrawn
127642,F,Yorkshire Region,A Level or Equivalent,120,20-30%,2906,85.5833333333333,High,High,Safe,1,0,Pass
128723,F,West Midlands Region,Lower Than A Level,120,70-80%,76,,Low,,Very High Risk,0,1,Withdrawn
130658,M,South West Region,A Level or Equivalent,60,60-70%,3496,69.9090909090909,High,Medium,Safe,1,0,Pass
132453,M,East Midlands Region,A Level or Equivalent,60,90-100%,1661,68.5,High,Medium,Low Risk,1,0,Pass
133019,M,Wales,Lower Than A Level,60,30-40%,3783,80.9166666666667,High,High,Safe,1,0,Pass
133185,M,East Anglian Region,A Level or Equivalent,120,50-60%,3326,82.3333333333333,High,High,Safe,1,0,Pass
133718,M,North Western Region,Lower Than A Level,60,30-40%,585,69,Medium,Medium,High Risk,0,0,Fail
134847,M,Scotland,HE Qualification,120,30-40%,2103,89.5,High,High,Low Risk,0,1,Withdrawn
136894,M,West Midlands Region,A Level or Equivalent,90,40-50%,2793,67.1818181818182,High,Medium,Safe,1,0,Pass
137903,M,South East Region,Lower Than A Level,60,90-100%,6273,72.5,High,High,Safe,1,0,Pass
139190,M,East Midlands Region,Lower Than A Level,150,50-60%,3198,86.0833333333333,High,High,Safe,1,0,Pass
139278,M,Yorkshire Region,Lower Than A Level,60,0-10%,1881,87,High,High,Low Risk,0,0,Fail
139701,M,London Region,Lower Than A Level,90,40-50%,653,88.3333333333333,Medium,High,High Risk,0,0,Fail
141648,F,South Region,A Level or Equivalent,120,60-70%,5165,85.1666666666667,High,High,Safe,1,0,Pass
143752,F,North Region,Post Graduate Qualification,120,,,,,,,0,1,Withdrawn
144562,M,Wales,Lower Than A Level,90,10-20,1984,75.25,High,High,Low Risk,0,0,Fail
144959,M,Ireland,A Level or Equivalent,120,90-100%,864,75,Medium,High,High Risk,0,1,Withdrawn
146738,M,East Anglian Region,A Level or Equivalent,60,40-50%,3756,85.5833333333333,High,High,Safe,1,0,Distinction
148328,M,Wales,HE Qualification,90,60-70%,1576,85.6666666666667,Medium,High,Low Risk,0,1,Withdrawn
148931,M,South East Region,Lower Than A Level,60,70-80%,306,,Low,,Very High Risk,0,1,Withdrawn
150121,M,East Midlands Region,Lower Than A Level,210,20-30%,1113,50,Medium,Low,Low Risk,0,1,Withdrawn
152037,M,North Western Region,Lower Than A Level,60,70-80%,,,,,,0,1,Withdrawn
152587,F,South Region,Lower Than A Level,90,40-50%,5089,82.4166666666667,High,High,Safe,1,0,Pass
152887,M,West Midlands Region,Lower Than A Level,60,,351,76,Low,High,High Risk,0,1,Withdrawn
154057,M,South West Region,Lower Than A Level,90,0-10%,1465,74.75,Medium,High,Low Risk,0,0,Fail
154059,M,East Anglian Region,A Level or Equivalent,180,60-70%,1977,58.8333333333333,High,Medium,Low Risk,1,0,Pass
154191,M,Scotland,Lower Than A Level,60,30-40%,2695,88.5833333333333,High,High,Safe,1,0,Distinction
155298,M,South Region,A Level or Equivalent,60,90-100%,1981,77.4285714285714,High,High,Low Risk,1,0,Pass
156171,M,South West Region,A Level or Equivalent,60,60-70%,2421,76.9166666666667,High,High,Safe,1,0,Pass
156755,M,West Midlands Region,HE Qualification,120,20-30%,,,,,,0,1,Withdrawn
157647,M,South East Region,Lower Than A Level,150,0-10%,124,,Low,,Very High Risk,0,0,Fail
160310,F,Scotland,Lower Than A Level,60,40-50%,4149,51.6363636363636,High,Medium,Safe,0,0,Fail
160720,M,Wales,Lower Than A Level,90,0-10%,9,,Low,,Very High Risk,0,1,Withdrawn
160934,M,Wales,Lower Than A Level,120,30-40%,143,66,Low,Medium,Very High Risk,0,0,Fail
160946,M,South Region,HE Qualification,60,90-100%,1711,85.4166666666667,High,High,Low Risk,1,0,Pass
162809,M,Yorkshire Region,A Level or Equivalent,60,70-80%,2460,82.4166666666667,High,High,Safe,1,0,Pass
163120,M,Scotland,A Level or Equivalent,60,60-70%,3716,81.1666666666667,High,High,Safe,1,0,Pass
168229,M,North Western Region,A Level or Equivalent,90,70-80%,6765,93.75,High,High,Safe,1,0,Distinction
169908,M,Yorkshire Region,A Level or Equivalent,60,50-60%,643,71,Medium,High,High Risk,0,0,Fail
170030,M,Wales,HE Qualification,60,20-30%,2759,86.4285714285714,High,High,Safe,1,0,Distinction
170943,M,London Region,A Level or Equivalent,150,60-70%,2774,81.3333333333333,High,High,Safe,1,0,Pass
171304,M,Wales,Lower Than A Level,60,0-10%,1359,54.3333333333333,Medium,Medium,Low Risk,0,0,Fail
171549,M,East Anglian Region,A Level or Equivalent,120,80-90%,1053,80.8333333333333,Medium,High,Low Risk,0,1,Withdrawn
171692,F,Wales,A Level or Equivalent,90,0-10%,2326,52.6666666666667,High,Medium,Safe,0,0,Fail
173412,M,North Region,HE Qualification,60,20-30%,2888,85.4285714285714,High,High,Safe,0,1,Withdrawn
174468,M,East Anglian Region,Lower Than A Level,60,70-80%,1,,Low,,Very High Risk,0,0,Fail
175453,M,Scotland,HE Qualification,60,30-40%,1319,71,Medium,High,Low Risk,1,0,Pass
177568,M,South Region,A Level or Equivalent,60,80-90%,1020,85.75,Medium,High,Low Risk,1,0,Pass
178118,M,South Region,A Level or Equivalent,120,40-50%,1120,66,Medium,Medium,Low Risk,0,0,Fail
178258,F,West Midlands Region,HE Qualification,270,10-20,1671,80.6,High,High,Low Risk,0,1,Withdrawn
180974,M,South West Region,A Level or Equivalent,60,40-50%,5762,77.2352941176471,High,High,Safe,1,0,Pass
184473,M,Scotland,A Level or Equivalent,60,50-60%,1465,71,Medium,High,Low Risk,1,0,Pass
184627,F,London Region,HE Qualification,90,0-10%,694,32,Medium,Low,High Risk,0,1,Withdrawn
184720,M,Wales,Lower Than A Level,90,10-20,1050,71.25,Medium,High,Low Risk,0,1,Withdrawn
184925,M,East Midlands Region,Lower Than A Level,60,10-20,,,,,,0,1,Withdrawn
187199,M,North Region,Lower Than A Level,60,20-30%,1813,77.0833333333333,High,High,Low Risk,1,0,Pass
188524,F,West Midlands Region,Lower Than A Level,60,0-10%,203,41,Low,Low,Very High Risk,0,1,Withdrawn
190910,M,North Western Region,A Level or Equivalent,120,30-40%,305,73,Low,High,Very High Risk,0,0,Fail
192680,M,South West Region,Lower Than A Level,90,30-40%,4000,86.4166666666667,High,High,Safe,1,0,Pass
198691,M,West Midlands Region,Lower Than A Level,60,30-40%,277,14,Low,Low,Very High Risk,0,0,Fail
199361,M,North Western Region,Lower Than A Level,60,40-50%,6024,86.8095238095238,High,High,Safe,1,0,Distinction
200278,M,East Anglian Region,A Level or Equivalent,120,40-50%,250,40,Low,Low,Very High Risk,0,1,Withdrawn
202713,F,London Region,Lower Than A Level,60,20-30%,376,69,Low,Medium,High Risk,0,0,Fail
206342,M,South Region,A Level or Equivalent,60,80-90%,258,59,Low,Medium,Very High Risk,0,0,Fail
206599,M,South West Region,A Level or Equivalent,90,90-100%,3234,70.1,High,High,Safe,1,0,Pass
227254,M,Wales,Lower Than A Level,120,10-20,24,,Low,,Very High Risk,0,0,Fail
228695,M,East Midlands Region,A Level or Equivalent,120,40-50%,1705,70,High,Medium,Low Risk,1,0,Pass
229191,M,London Region,A Level or Equivalent,120,10-20,,,,,,0,1,Withdrawn
229417,M,North Western Region,Lower Than A Level,60,20-30%,444,58,Low,Medium,High Risk,0,0,Fail
231024,M,South Region,Lower Than A Level,60,80-90%,3567,65.6666666666667,High,Medium,Safe,1,0,Pass
231320,M,Yorkshire Region,Lower Than A Level,150,0-10%,788,94,Medium,High,High Risk,0,1,Withdrawn
231606,M,Wales,Lower Than A Level,60,60-70%,4911,69.0833333333333,High,Medium,Safe,0,0,Fail
232347,M,South Region,A Level or Equivalent,180,60-70%,2915,77.9166666666667,High,High,Safe,1,0,Pass
232660,F,East Anglian Region,A Level or Equivalent,60,80-90%,5008,85.75,High,High,Safe,1,0,Distinction
232764,F,West Midlands Region,A Level or Equivalent,90,60-70%,4445,67.4,High,Medium,Safe,1,0,Pass
232856,M,East Anglian Region,Lower Than A Level,60,80-90%,5048,89.8333333333333,High,High,Safe,1,0,Distinction
233087,M,East Midlands Region,A Level or Equivalent,90,80-90%,6891,91.6666666666667,High,High,Safe,1,0,Distinction
234004,M,Yorkshire Region,A Level or Equivalent,60,50-60%,44,,Low,,Very High Risk,0,0,Fail
234068,M,East Anglian Region,Lower Than A Level,90,80-90%,859,70,Medium,Medium,High Risk,0,0,Fail
235131,F,Yorkshire Region,HE Qualification,120,0-10%,170,73.75,Low,High,Very High Risk,0,1,Withdrawn
235670,M,London Region,Lower Than A Level,90,80-90%,1592,83.6666666666667,High,High,Low Risk,1,0,Pass
235706,M,West Midlands Region,Lower Than A Level,60,20-30%,684,91,Medium,High,High Risk,0,0,Fail
235978,M,London Region,A Level or Equivalent,90,60-70%,5742,86.9166666666667,High,High,Safe,1,0,Pass
236150,F,Wales,HE Qualification,120,80-90%,198,,Low,,Very High Risk,0,1,Withdrawn
237387,F,East Anglian Region,HE Qualification,60,30-40%,1140,86.6,Medium,High,Low Risk,0,1,Withdrawn
238150,M,Scotland,A Level or Equivalent,60,80-90%,10605,90.1666666666667,High,High,Safe,1,0,Pass
241039,M,West Midlands Region,Lower Than A Level,60,40-50%,2805,80.3333333333333,High,High,Safe,1,0,Pass
241792,M,South Region,A Level or Equivalent,90,50-60%,666,,Medium,,High Risk,0,1,Withdrawn
242491,M,East Midlands Region,A Level or Equivalent,120,0-10%,3232,93,High,High,Safe,1,0,Distinction
243351,M,West Midlands Region,A Level or Equivalent,90,0-10%,,,,,,0,1,Withdrawn
243396,M,North Western Region,Lower Than A Level,120,80-90%,648,54,Medium,Medium,High Risk,0,0,Fail
244205,M,North Western Region,A Level or Equivalent,60,60-70%,4616,81.7272727272727,High,High,Safe,1,0,Pass
245283,M,London Region,A Level or Equivalent,120,0-10%,2843,80.5,High,High,Safe,1,0,Pass
248882,M,London Region,HE Qualification,60,20-30%,6379,83.5833333333333,High,High,Safe,1,0,Pass
249750,F,Scotland,HE Qualification,90,10-20,1824,79.9166666666667,High,High,Low Risk,1,0,Pass
251405,M,South West Region,A Level or Equivalent,60,50-60%,2530,80.9166666666667,High,High,Safe,1,0,Pass
251965,M,London Region,A Level or Equivalent,120,30-40%,259,71,Low,High,Very High Risk,0,0,Fail
253516,M,Yorkshire Region,Lower Than A Level,60,10-20,,,,,,0,0,Fail
253767,M,South East Region,A Level or Equivalent,270,90-100%,2110,65.5,High,Medium,Low Risk,1,0,Pass
254446,M,East Anglian Region,A Level or Equivalent,60,60-70%,3394,81,High,High,Safe,1,0,Pass
255310,M,East Midlands Region,HE Qualification,90,80-90%,5494,78.1428571428571,High,High,Safe,1,0,Pass
256905,M,North Region,Lower Than A Level,120,30-40%,502,44,Medium,Low,High Risk,0,0,Fail
257887,M,Ireland,HE Qualification,60,,3641,86.6111111111111,High,High,Safe,1,0,Pass
257970,M,East Midlands Region,Lower Than A Level,60,90-100%,15,,Low,,Very High Risk,0,1,Withdrawn
259609,M,East Midlands Region,Lower Than A Level,180,20-30%,,,,,,0,1,Withdrawn
261205,M,North Region,Lower Than A Level,60,0-10%,155,34,Low,Low,Very High Risk,0,0,Fail
261525,M,South East Region,Lower Than A Level,120,40-50%,926,77,Medium,High,Low Risk,0,1,Withdrawn
262403,F,South Region,A Level or Equivalent,120,60-70%,4274,62.9166666666667,High,Medium,Safe,1,0,Pass
264164,M,Scotland,A Level or Equivalent,60,60-70%,1173,90.1666666666667,Medium,High,Low Risk,1,0,Distinction
264924,M,South Region,A Level or Equivalent,120,40-50%,,,,,,0,1,Withdrawn
265268,M,North Western Region,Lower Than A Level,120,60-70%,4539,75.5833333333333,High,High,Safe,1,0,Pass
265978,M,North Region,Lower Than A Level,60,,1258,79.5,Medium,High,Low Risk,1,0,Pass
268153,M,North Western Region,A Level or Equivalent,90,60-70%,3496,75.0833333333333,High,High,Safe,1,0,Pass
268343,F,East Midlands Region,Lower Than A Level,60,10-20,226,,Low,,Very High Risk,0,1,Withdrawn
269245,M,London Region,HE Qualification,120,10-20,607,69,Medium,Medium,High Risk,0,1,Withdrawn
269508,M,Ireland,HE Qualification,60,,2474,92,High,High,Safe,1,0,Pass
271274,F,East Anglian Region,Lower Than A Level,60,70-80%,109,48,Low,Low,Very High Risk,0,0,Fail
271702,M,West Midlands Region,Lower Than A Level,120,20-30%,,,,,,0,1,Withdrawn
272623,M,Yorkshire Region,A Level or Equivalent,120,0-10%,674,72,Medium,High,High Risk,0,1,Withdrawn
273442,M,North Region,A Level or Equivalent,60,,3225,75.8333333333333,High,High,Safe,1,0,Pass
273782,M,Wales,HE Qualification,60,90-100%,3559,89.25,High,High,Safe,1,0,Pass
274443,M,East Anglian Region,Lower Than A Level,60,80-90%,1913,83,High,High,Low Risk,0,0,Fail
